step,emitter,before_source,after_source,before_advection,forward,reverse,corrected,limited,final,expected_injection,measured_injection,forward_delta,correction_delta,lower_changed_cells,lower_delta,upper_changed_cells,upper_delta,damping_and_positivity_delta,damping_residual,limiter_residual,pattern_errors,injection_errors,untouched_errors,nonfinite,audit_failed
88,1,683.37426512138336,683.87426512138336,683.87426512138336,713.60323438676096,741.60592556210304,878.04880891523044,716.21100799518172,715.01830644288566,0.5,0.5,29.7289692653776,164.44557452846948,553,52.156061231469678,16,-213.99386215209961,-1.1927015522960573,-1.0644170629348082e-05,5.8122395785176195e-10,633,0,0,0,1
89,1,715.01830644288566,715.51830644288566,715.51830644288566,746.53521764242123,776.86232787251356,918.75716912017731,754.73118596395943,753.4743356785184,0.5,0.5,31.016911199535571,172.22195147775608,610,54.868910493398509,17,-218.89489364624023,-1.2568502854410326,-1.2546940411084506e-05,-3.3761580198188312e-09,633,0,0,0,1
90,1,753.4743356785184,753.9743356785184,753.9743356785184,785.77109522805381,817.65469036111551,968.20907912126086,786.28920747886878,784.97981220809743,0.5,0.5,31.796759549535409,182.43798389320705,586,50.972637801410727,17,-232.89250946044922,-1.309395270771347,-4.632469995158317e-06,1.6646424683131045e-08,690,0,0,0,1
91,1,784.97981220809743,785.47981220809743,785.47981220809743,818.46112306418217,852.82205751300035,1003.8033221902652,831.60876128158998,830.22389111900247,0.5,0.5,32.981310856084747,185.34219912608307,646,63.017337895035894,17,-235.21189880371094,-1.3848701625875037,-9.8384292641640059e-06,-2.2737367544323206e-13,690,0,0,0,1
92,1,830.22389111900247,830.72389111900247,830.72389111900247,863.76290602218728,900.51923042154317,1062.2383778930475,877.91068782610819,876.44870779203484,0.5,0.5,33.039014903184807,198.47547187086025,654,64.857292240316497,18,-249.18498229980469,-1.4619800340733491,-1.4099693885327724e-05,-7.4511490311124362e-09,731,0,0,0,1
93,1,876.44870779203484,876.94870779203484,876.94870779203484,912.04594354915389,950.34636103018181,1117.1413238739158,923.85204420145601,922.31355487729888,0.5,0.5,35.097235757119051,205.09538032476189,670,60.38909557168143,18,-253.67837524414062,-1.5384893241571262,-1.8229365309707646e-05,-5.6843418860808015e-13,731,0,0,0,1
94,1,922.31355487729888,922.81355487729888,922.81355487729888,958.18942834066911,998.77877362964034,1174.9233125866563,984.59122362639755,982.95158421009546,0.5,0.5,35.375873463370226,216.73388424598716,710,76.652015196236007,19,-266.98410415649414,-1.6396394163020886,-2.0662149381678319e-05,-5.6843418860808015e-13,764,0,0,0,1
95,1,982.95158421009546,983.45158421009546,983.45158421009546,1018.8128103731469,1062.514186317826,1245.0749014585106,1046.9367489620345,1045.1932929059806,0.5,0.5,35.361226163051469,226.26209108536364,671,76.068390472273961,19,-274.20654296875,-1.7434560560539012,-1.4628973531216616e-05,-5.6843418860808015e-14,764,0,0,0,1
96,1,1045.1932929059806,1045.6932929059806,1045.6932929059806,1083.5837848421427,1130.3726688723625,1326.6297967741752,1115.5161862175446,1113.6585121430981,0.5,0.5,37.890491936162107,243.04601193203257,742,73.129763314219076,20,-284.24337387084961,-1.8576740744465496,-2.8773946496585268e-05,-1.1368683772161603e-13,781,0,0,0,1
97,1,1113.6585121430981,1114.1585121430981,1114.1585121430981,1151.9865479506261,1202.2406478616103,1403.8534161638931,1203.8710443295422,1201.8662302185057,0.5,0.5,37.828035807528067,251.86686821326703,774,94.550365897583077,20,-294.53273773193359,-2.0048141110364668,-3.3350759167660726e-05,-4.5474735088646412e-13,781,0,0,0,1
98,1,1201.8662302185057,1202.3662302185057,1202.3662302185057,1242.438804364391,1296.6230268636066,1519.7430711988964,1304.9116678510327,1302.7386123028555,0.5,0.5,40.072574145885255,277.30426683450537,790,88.669580844032296,21,-303.50098419189453,-2.1730555481772171,-1.3993693301017629e-05,-1.4210854715202004e-12,901,0,0,0,1
99,1,1302.7386123028555,1303.2386123028555,1303.2386123028555,1343.8182242737662,1402.3919406162986,1643.8864960359788,1398.9550929709803,1396.625410631299,0.5,0.5,40.579611970910719,300.06827176221259,852,100.32265958805496,25,-345.25406265258789,-2.3296823396813124,-3.2276171396006248e-05,-4.6554760047001764e-10,901,0,0,0,1
100,1,1396.625410631299,1397.125410631299,1397.125410631299,1439.5498360904348,1501.2473054446746,1767.8938191549307,1526.0910751382471,1523.5496847296599,0.5,0.5,42.424425459135819,328.34398306449589,837,109.73724164238264,30,-351.53998565673828,-2.5413904085871764,-2.3506976049247896e-05,-2.3279653760255314e-09,998,0,0,0,1
101,1,1523.5496847296599,1524.0496847296599,1524.0496847296599,1570.1343286455904,1636.5492263078313,1931.7692349452425,1641.18644946313,1638.4533777336565,0.5,0.5,46.084643915930428,361.63490629965213,921,104.43625367066039,26,-395.01903915405273,-2.7330717294735223,-3.8957060496613849e-05,1.2798295756510925e-09,998,0,0,0,1
102,1,1638.4533777336565,1638.9533777336565,1638.9533777336565,1688.3236757930631,1761.0425403052707,2081.8905691030841,1777.1741259614937,1774.2146179126285,0.5,0.5,49.37029805940665,393.56689331002099,945,116.36756030695705,31,-421.08400344848633,-2.9595080488652457,-1.7900671537063317e-05,-6.1106675275368616e-11,1090,0,0,0,1
103,1,1774.2146179126285,1774.7146179126285,1774.7146179126285,1822.158352130707,1913.4627924919816,2248.0201314170813,1933.1771807471523,1929.9578874905856,0.5,0.5,47.443734218078589,425.86177928637426,992,123.47199836117488,31,-438.31494903564453,-3.2192932565667434,-1.4550244031852344e-05,4.5406522986013442e-09,1090,0,0,0,1
104,1,1929.9578874905856,1930.4578874905856,1930.4578874905856,1955.3583350411332,2078.0871717927007,2430.7331824840066,2081.5561983203515,2078.0897921295837,0.5,0.5,24.900447550547597,475.37484744287349,1005,121.09047189103484,32,-470.2674560546875,-3.4664061907678843,-3.5072795071755536e-05,-2.4442670110147446e-12,1166,0,0,0,1
105,1,2078.0897921295837,2078.5897921295837,2078.5897921295837,2061.1750937360557,2226.9633351055281,2580.0621750889909,2219.3735701423138,2215.6776595506817,0.5,0.5,-17.414698393527942,518.88708135293518,1046,128.06734215332577,32,-488.75594711303711,-3.6959105916321278,-3.5145297715644119e-05,1.3034309631620999e-08,1166,0,0,0,1
106,1,2215.6776595506817,2216.1776595506817,2216.1776595506817,2128.793226390233,2341.2261266295714,2696.7877730338919,2317.5041002500802,2313.6448001977406,0.5,0.5,-87.38443316044868,567.99454664365885,1033,141.51306490198613,40,-520.79673767089844,-3.8593000523396768,-9.9282597147976048e-06,-1.489934220444411e-08,1195,0,0,0,1
107,1,2313.6448001977406,2314.1448001977406,2314.1448001977406,2176.687864619731,2437.0782237983758,2778.4756760218474,2359.0637409463525,2355.1352153760381,0.5,0.5,-137.45693557800951,601.7878114021164,1065,147.6422488956465,37,-567.05418395996094,-3.9285255703143775,-2.7063442303187912e-05,-1.1180532055732328e-08,1195,0,0,0,1
108,1,2355.1352153760381,2355.6352153760381,2355.6352153760381,2163.7185445908763,2468.4318118352321,2783.8700592434689,2345.215335085988,2341.3098604949191,0.5,0.5,-191.91667078516184,620.1515146525926,1089,145.8360518896298,40,-584.49077606201172,-3.9054745910689235,-3.7538959531957516e-05,1.4901161193847656e-08,1190,0,0,0,1
109,1,2341.3098604949191,2341.8098604949191,2341.8098604949191,2099.3598078865616,2443.835546170525,2717.0778663970041,2293.5365421772003,2289.7171304346994,0.5,0.5,-242.45005260835751,617.71805851044246,1101,165.93475762834177,44,-589.47608184814453,-3.8194117425009608,-3.4281428725080332e-05,-1.0231815394945443e-12,1190,0,0,0,1
110,1,2289.7171304346994,2290.2171304346994,2290.2171304346994,2011.8860710786248,2382.7771639608918,2617.2375248545459,2227.0780636044219,2223.3693244988099,0.5,0.5,-278.33105935607455,605.35145377592107,1118,171.42945552750814,36,-561.58891677856445,-3.7087391056120396,-3.3530725431774044e-05,9.3234575615497306e-10,1190,0,0,0,1
111,1,2223.3693244988099,2223.8693244988099,2223.8693244988099,1913.3257846499,2284.214291990791,2508.170183384389,2103.5131870508194,2100.0102159976959,0.5,0.5,-310.54353984890986,594.844398734489,1121,157.73626843693643,40,-562.39326477050781,-3.5029710531234741,-3.5430365642241668e-05,1.8189894035458565e-12,1190,0,0,0,1
112,1,2100.0102159976959,2100.5102159976959,2100.5102159976959,1781.282215799205,2123.7750915908255,2335.5979165281569,2012.6737267971039,2009.3220474720001,0.5,0.5,-319.22800019849092,554.31570072895192,1125,188.33084948403427,39,-511.25503921508789,-3.3516793251037598,-1.6717049447834142e-05,5.6843418860808015e-13,1197,0,0,0,1
113,1,2009.3220474720001,2009.8220474720001,2009.8220474720001,1687.2765852566808,1996.5353060001507,2223.4747519634966,1893.2429594993591,1890.0901546478271,0.5,0.5,-322.54546221531928,536.19816670681575,1133,173.91286085617281,32,-504.1446533203125,-3.1528048515319824,-2.7751682182497461e-05,2.2168933355715126e-12,1198,0,0,0,1
114,1,1890.0901546478271,1890.5901546478271,1890.5901546478271,1594.616843495518,1866.9777009673417,2095.7422825706999,1770.6054723262787,1767.6568841636181,0.5,0.5,-295.97331115230918,501.12543907518193,1141,167.37946706881382,32,-492.51627731323242,-2.9485881626605988,-3.6653194001701195e-05,-2.6147972675971687e-12,1194,0,0,0,1
115,1,1767.6568841636181,1768.1568841636181,1768.1568841636181,1516.2481710955035,1754.7562334725944,1986.0778464451423,1687.4153575897217,1684.6053152084351,0.5,0.5,-251.90871306811459,469.82967534963882,1165,182.16848572343827,32,-480.83097457885742,-2.8100423812866211,-2.5594666794859222e-05,-1.4779288903810084e-12,1194,0,0,0,1
116,1,1684.6053152084351,1685.1053152084351,1685.1053152084351,1469.7748889774084,1688.7586342506111,1928.5424538158684,1630.0054440498352,1627.290997505188,0.5,0.5,-215.33042623102665,458.76756483845998,1165,167.21497769124468,32,-465.75198745727539,-2.7144465446472168,-3.3261953831242863e-05,-2.5011104298755527e-12,1210,0,0,0,1
117,1,1627.290997505188,1627.790997505188,1627.790997505188,1438.6580980122089,1637.2153296172619,1892.2311596008424,1585.8617917299271,1583.2208704426885,0.5,0.5,-189.13289949297905,453.57306158863344,1167,145.99999019182795,32,-452.36935806274414,-2.6409212872385979,-1.9486756400510785e-05,9.0949470177292824e-13,1210,0,0,0,1
118,1,1583.2208704426885,1583.7208704426885,1583.7208704426885,1412.9202126301825,1594.5461283549666,1864.511808899468,1561.5363140106201,1558.9359021186829,0.5,0.5,-170.80065781250596,451.59159626928545,1169,142.6375879968962,28,-445.61308288574219,-2.6004118919372559,-1.8790409967550659e-05,-1.8189894035458565e-12,1210,0,0,0,1
119,1,1558.9359021186829,1559.4359021186829,1559.4359021186829,1395.1539302971214,1567.675976313767,1853.0899671272161,1546.4284753799438,1543.8532218933105,0.5,0.5,-164.28197182156146,457.93603683009474,1173,136.08306086503435,28,-442.74455261230469,-2.5752534866333008,-1.9146386421198258e-05,-1.9326762412674725e-12,1210,0,0,0,1
120,1,1543.8532218933105,1544.3532218933105,1544.3532218933105,1387.6833331882954,1551.0256633069366,1851.3513914746366,1533.7640686035156,1531.2099108695984,0.5,0.5,-156.66988870501518,463.66805828634119,1173,126.37164624509109,24,-443.95896911621094,-2.5541577339172363,-1.3160024536773562e-05,-1.0800249583553523e-12,1210,0,0,0,1
121,1,1531.2099108695984,1531.7099108695984,1531.7099108695984,1382.9511433243752,1539.2876165080816,1850.9055529463055,1519.061906337738,1516.5322229862213,0.5,0.5,-148.75876754522324,467.95440962193038,1173,116.22042886140355,24,-448.0640754699707,-2.5296833515167236,-2.1974710989525192e-05,-3.4106051316484809e-13,1209,0,0,0,1
122,1,1516.5322229862213,1517.0322229862213,1517.0322229862213,1377.8210631012917,1526.9182286206633,1846.4824759516487,1505.1298713684082,1502.6233863830566,0.5,0.5,-139.21115988492966,468.66141285035701,1177,110.80326776173308,24,-452.1558723449707,-2.5064849853515625,-2.4329078996743192e-05,-2.8421709430404007e-12,1210,0,0,0,1
123,1,1502.6233863830566,1503.1233863830566,1503.1233863830566,1373.9882664680481,1516.3971296474338,1843.0280741221134,1501.6286582946777,1499.1280059814453,0.5,0.5,-129.13511991500854,469.03980765406527,1177,114.85668387349401,24,-456.25609970092773,-2.5006523132324219,-2.2152377823658753e-05,-1.9326762412674725e-12,1210,0,0,0,1
124,1,1499.1280059814453,1499.6280059814453,1499.6280059814453,1380.2553033530712,1516.9918941482902,1853.7498828883904,1501.1315498352051,1498.6317329406738,0.5,0.5,-119.3727026283741,473.49457953531919,1177,108.18166618387467,28,-460.79999923706055,-2.49981689453125,-1.4557786471414147e-05,5.6843418860808015e-13,1210,0,0,0,1
125,1,1498.6317329406738,1499.1317329406738,1499.1317329406738,1387.1222041547298,1520.9376375228167,1864.4238076207814,1502.9377880096436,1500.4349498748779,0.5,0.5,-112.00952878594398,477.30160346605157,1177,104.19653272650733,28,-465.68255233764648,-2.502838134765625,-2.7908132551601739e-05,1.3073986337985843e-12,1210,0,0,0,1
126,1,1500.4349498748779,1500.9349498748779,1500.9349498748779,1396.3633103370667,1525.8339613303542,1877.2404640394527,1506.6248359680176,1504.1158714294434,0.5,0.5,-104.57163953781128,480.87715370238607,1177,100.87811963974697,28,-471.49374771118164,-2.5089645385742188,-1.4349655657497351e-05,-4.5474735088646412e-13,1210,0,0,0,1
127,1,1504.1158714294434,1504.6158714294434,1504.6158714294434,1405.8149518966675,1531.9590973109007,1891.0286042180983,1511.7073612213135,1509.1899261474609,0.5,0.5,-98.800919532775879,485.2136523214308,1177,97.572838118939259,28,-476.89408111572266,-2.5174350738525391,-2.1064088059574715e-05,-1.4210854715202004e-12,1210,0,0,0,1
128,1,1509.1899261474609,1509.6899261474609,1509.6899261474609,1415.0833269953728,1537.2336200848222,1904.7378952364502,1517.7117328643799,1515.184289932251,0.5,0.5,-94.606599152088165,489.65456824107741,1177,95.229399456545977,28,-482.25556182861328,-2.5274429321289062,-2.9970396099088248e-05,-3.0127011996228248e-12,1210,0,0,0,1
129,1,1515.184289932251,1515.684289932251,1515.684289932251,1424.2729927897453,1546.1260295063257,1918.9884348729406,1524.650728225708,1522.1117362976074,0.5,0.5,-91.411297142505646,494.71544208319528,1177,92.783341326400063,28,-487.12104797363281,-2.5389919281005859,-2.3605466594744939e-05,1.1368683772161603e-13,1210,0,0,0,1
130,1,1522.1117362976074,1522.6117362976074,1522.6117362976074,1434.2122557163239,1554.1729463711381,1933.5511139266725,1532.1487293243408,1529.5972499847412,0.5,0.5,-88.399480581283569,499.33885821034869,1177,91.061349070765061,28,-492.4637336730957,-2.5514793395996094,-2.4755738650128478e-05,-1.0800249583553523e-12,1210,0,0,0,1
131,1,1529.5972499847412,1530.0972499847412,1530.0972499847412,1443.1932877600193,1561.8711697459221,1947.4643208885871,1539.7430362701416,1537.1788959503174,0.5,0.5,-86.903962224721909,504.27103312856775,1177,89.423448810512511,28,-497.14473342895508,-2.5641403198242188,-3.9098663364711683e-05,-2.8990143619012088e-12,1210,0,0,0,1
132,1,1537.1788959503174,1537.6788959503174,1537.6788959503174,1452.7307163774967,1568.845745280385,1961.960867902714,1547.9640674591064,1545.3862571716309,0.5,0.5,-84.948179572820663,509.23015152521725,1177,87.780589082758482,28,-501.77738952636719,-2.5778102874755859,-1.875850762189657e-05,1.1937117960769683e-12,1210,0,0,0,1
133,1,1545.3862571716309,1545.8862571716309,1545.8862571716309,1462.6365151107311,1579.2587142586708,1977.4779515619659,1556.8007106781006,1554.2081775665283,0.5,0.5,-83.249742060899734,514.84143645123481,1177,85.748284781419869,28,-506.4255256652832,-2.5925331115722656,-2.6109220016223844e-05,-2.0463630789890885e-12,1210,0,0,0,1
134,1,1554.2081775665283,1554.7081775665283,1554.7081775665283,1472.9319356679916,1590.2843821048737,1992.8515008650911,1566.0291423797607,1563.4212474822998,0.5,0.5,-81.776241898536682,519.91956519709947,1177,84.683949116599962,32,-511.50630760192871,-2.6078948974609375,-1.9984725213362253e-05,-1.5916157281026244e-12,1210,0,0,0,1
135,1,1563.4212474822998,1563.9212474822998,1563.9212474822998,1483.6133759915829,1599.8149843662977,2008.833435808345,1575.2421894073486,1572.6189403533936,0.5,0.5,-80.307871490716934,525.22005981676216,1177,83.537984098272219,32,-517.12923049926758,-2.6232490539550781,-3.1850604727878817e-05,-1.0231815394945443e-12,1210,0,0,0,1
136,1,1572.6189403533936,1573.1189403533936,1573.1189403533936,1493.6015199422836,1609.3175065144897,2024.0999820600873,1584.4398937225342,1581.8013477325439,0.5,0.5,-79.517420411109924,530.49846211780368,1177,82.462184153903593,32,-522.12227249145508,-2.6385459899902344,-1.2045916037095594e-05,-1.5916157281026244e-12,1210,0,0,0,1
137,1,1581.8013477325439,1582.3013477325439,1582.3013477325439,1503.7253594100475,1619.9006451666355,2039.375464409432,1593.6223163604736,1590.96848487854,0.5,0.5,-78.575988322496414,535.65010499938444,1177,81.445899039667182,32,-527.19904708862305,-2.6538314819335938,-6.2453882492263801e-06,-2.5011104298755527e-12,1210,0,0,0,1
138,1,1590.96848487854,1591.46848487854,1591.46848487854,1513.9828011095524,1629.7855712026358,2054.4984365944156,1602.7894458770752,1600.1203269958496,0.5,0.5,-77.485683768987656,540.5156354848632,1177,80.696143483710486,32,-532.4051342010498,-2.6691188812255859,-2.7819517072202871e-05,-1.0231815394945443e-12,1210,0,0,0,1
139,1,1600.1203269958496,1600.6203269958496,1600.6203269958496,1523.765174806118,1637.9825345650315,2069.2819366628869,1611.9412803649902,1609.2569313049316,0.5,0.5,-76.855152189731598,545.51676185676888,1177,80.333415967730573,32,-537.674072265625,-2.6843490600585938,-1.7643671753830859e-05,-2.2737367544323206e-12,1210,0,0,0,1
140,1,1609.2569313049316,1609.7569313049316,1609.7569313049316,1533.8305221199989,1646.936130784452,2085.34192907749,1621.0778846740723,1618.3783130645752,0.5,0.5,-75.926409184932709,551.51140695749109,1177,78.549180389064958,32,-542.81322479248047,-2.6995716094970703,-2.5200923801094177e-05,-2.2737367544323206e-12,1210,0,0,0,1
141,1,1618.3783130645752,1618.8783130645752,1618.8783130645752,1543.3587767630816,1655.7352204844356,2100.7805707287453,1630.1992816925049,1627.4845294952393,0.5,0.5,-75.519536301493645,557.42179396566371,1177,76.822143809830649,32,-547.40343284606934,-2.714752197265625,-1.6120882719405927e-05,-1.7053025658242404e-12,1210,0,0,0,1
142,1,1627.4845294952393,1627.9845294952393,1627.9845294952393,1553.3808854818344,1666.4427706599236,2116.1413401316304,1639.3055019378662,1636.575569152832,0.5,0.5,-74.603644013404846,562.76045464979597,1177,75.630270128380644,32,-552.46610832214355,-2.7299327850341797,-3.231439768569544e-05,-1.2505552149377763e-12,1210,0,0,0,1
143,1,1636.575569152832,1637.075569152832,1637.075569152832,1562.8792415112257,1675.9103686735034,2130.6568273699604,1648.3965263366699,1645.6514701843262,0.5,0.5,-74.196327641606331,567.77758585873471,1177,74.778057655065155,32,-557.03835868835449,-2.74505615234375,-1.6592772681178758e-05,-1.1368683772161603e-12,1210,0,0,0,1
144,1,1645.6514701843262,1646.1514701843262,1646.1514701843262,1572.8678543418646,1686.3017561584711,2145.3588201204298,1657.4724426269531,1654.7122745513916,0.5,0.5,-73.283615842461586,572.49096577856517,1177,74.177333672905007,32,-562.06371116638184,-2.7601680755615234,-1.4586265706384438e-05,2.2737367544323206e-13,1209,0,0,0,1
145,1,1654.7122745513916,1655.2122783660889,1655.2122783660889,1582.0532650351524,1694.9731045514345,2159.2831953582081,1667.0249767303467,1664.2488689422607,0.5,0.50000381469726562,-73.159013330936432,577.22993032305567,1177,73.599222320625529,32,-565.85744094848633,-2.7761077880859375,-4.6667592414451065e-05,-6.8212102632969618e-13,1210,0,0,0,1
146,1,1664.2488689422607,1664.7488689422607,1664.7488689422607,1591.9105693250895,1704.9328851550817,2174.0942806001071,1676.5615749359131,1673.7696266174316,0.5,0.5,-72.838299617171288,582.18371127501769,1177,72.880855203118912,32,-570.41356086730957,-2.7919483184814453,-6.104501608206192e-06,-3.4106051316484809e-12,1210,0,0,0,1
147,1,1673.7696266174316,1674.2696266174316,1674.2696266174316,1602.1036065816879,1715.5321035981178,2189.3988557275434,1686.0823211669922,1683.2744998931885,0.5,0.5,-72.166020035743713,587.29524914585545,1177,72.111468750607301,32,-575.42800331115723,-2.8078212738037109,-2.4364292357859085e-05,-1.2505552149377763e-12,1210,0,0,0,1
148,1,1683.2744998931885,1683.7744998931885,1683.7744998931885,1611.6428748071194,1725.4904029667377,2203.9713014380795,1695.5871906280518,1692.7635536193848,0.5,0.5,-72.131625086069107,592.32842663096017,1177,71.398304579987368,32,-579.78241539001465,-2.8236370086669922,-1.1842870208056411e-05,-4.5474735088646412e-13,1210,0,0,0,1
149,1,1692.7635536193848,1693.2635536193848,1693.2635536193848,1621.9621928185225,1737.0496235191822,2219.1062934176093,1705.0762405395508,1702.2367858886719,0.5,0.5,-71.301360800862312,597.14410059908687,1177,70.849992059076143,32,-584.88004493713379,-2.8394546508789062,-2.7572754561333568e-05,-9.0949470177292824e-13,1210,0,0,0,1
150,1,1702.2367858886719,1702.7367858886719,1702.7367858886719,1631.5611276775599,1746.9519354701042,2233.4287550869535,1714.5494842529297,1711.6942501068115,0.5,0.5,-71.175658211112022,601.86762740939366,1177,70.437982278771088,32,-589.31725311279297,-2.8552341461181641,-3.1477390848522191e-05,-1.9326762412674725e-12,1210,0,0,0,1
151,1,1711.6942501068115,1712.1942501068115,1712.1942501068115,1641.2423469722271,1757.38407766819,2247.8352614503847,1723.5201015472412,1720.649923324585,0.5,0.5,-70.951903134584427,606.59291447815758,1177,69.977282418635298,32,-594.29244232177734,-2.87017822265625,-3.6976376350139617e-05,-1.3642420526593924e-12,1210,0,0,0,1
152,1,1720.649923324585,1721.149923324585,1721.149923324585,1650.9062852039933,1766.5970842540264,2262.2134709446855,1732.4757747650146,1729.5906867980957,0.5,0.5,-70.24363812059164,611.30718574069215,1177,69.373599520403857,32,-599.11129570007324,-2.8850879669189453,-3.3029138194251573e-05,-1.4779288903810084e-12,1210,0,0,0,1
153,1,1729.5906867980957,1730.0906867980957,1730.0906867980957,1660.5975361913443,1777.0812402069569,2276.7398529227416,1741.4165382385254,1738.5165863037109,0.5,0.5,-69.493150606751442,616.14231673139739,1173,68.608047467882486,32,-603.93136215209961,-2.8999519348144531,-8.134411245919182e-06,9.0949470177292824e-13,1209,0,0,0,1
154,1,1738.5165863037109,1739.0165863037109,1739.0165863037109,1669.9271762743592,1786.7535348832607,2290.723638948095,1750.3424377441406,1747.4276008605957,0.5,0.5,-69.089410029351711,620.79646267373573,1165,68.074239317286327,32,-608.45544052124023,-2.9148368835449219,-2.8973167445656145e-05,-4.5474735088646412e-13,1210,0,0,0,1
155,1,1747.4276008605957,1747.9276008605957,1747.9276008605957,1679.6697549447417,1796.5938879847527,2305.2353624991993,1759.2534523010254,1756.3237953186035,0.5,0.5,-68.257845915853977,625.56560755445753,1165,67.380102664984875,32,-613.36201286315918,-2.929656982421875,-9.7496581474842969e-06,4.5474735088646412e-13,1210,0,0,0,1
156,1,1756.3237953186035,1756.8237953186035,1756.8237953186035,1688.7056051269174,1805.6482800543308,2318.9103876136987,1768.1496543884277,1765.2051620483398,0.5,0.5,-68.118190191686153,630.20478248678137,1165,66.857825658396791,32,-617.61855888366699,-2.9444923400878906,-3.0451826887656352e-05,-7.9580786405131221e-13,1198,0,0,0,1
157,1,1765.2051620483398,1765.7051620483398,1765.7051620483398,1697.9813210591674,1815.2728698551655,2332.7096195911377,1777.0310287475586,1774.0717487335205,0.5,0.5,-67.723840989172459,634.72829853197027,1165,66.443288734057916,32,-622.12187957763672,-2.9592800140380859,-2.8162580292701023e-05,-2.2737367544323206e-13,1198,0,0,0,1
158,1,1774.0717487335205,1774.5717487335205,1774.5717487335205,1707.2231619879603,1824.3097956478596,2346.6266892525955,1785.8976192474365,1782.9235649108887,0.5,0.5,-67.348586745560169,639.40352726463516,1165,65.871805849333882,32,-626.60087585449219,-2.9740543365478516,-3.7141138591323397e-05,-6.8212102632969618e-13,1198,0,0,0,1
159,1,1782.9235649108887,1783.4235649108887,1783.4235649108887,1716.5875514671206,1833.3335220515728,2360.7164834520436,1794.7494316101074,1791.7606468200684,0.5,0.5,-66.836013443768024,644.12893198492293,1165,65.247597358502688,32,-631.21464920043945,-2.9887847900390625,-2.6860393745664624e-05,5.6843418860808015e-13,1198,0,0,0,1
160,1,1791.7606468200684,1792.2606468200684,1792.2606468200684,1725.7933634892106,1843.0553142130375,2374.6665669156891,1803.5865287780762,1800.5830268859863,0.5,0.5,-66.467283330857754,648.87320342647854,1165,64.599994592489594,32,-635.68003273010254,-3.0035018920898438,-2.7733109163818881e-05,0,1198,0,0,0,1
161,1,1800.5830268859863,1801.0830268859863,1801.0830268859863,1735.0139073655009,1852.4421493411064,2388.5473117295987,1812.4088821411133,1809.3906841278076,0.5,0.5,-66.069119520485401,653.53340436409781,1161,64.029218726944322,32,-640.16764831542969,-3.0181980133056641,-3.217753237549914e-05,-1.1368683772161603e-13,1198,0,0,0,1
162,1,1809.3906841278076,1809.8906841278076,1809.8906841278076,1744.2235311642289,1861.892490029335,2402.2529082234855,1821.2165470123291,1818.1836833953857,0.5,0.5,-65.667152963578701,658.0293770592566,1161,63.619396692895265,32,-644.65575790405273,-3.0328636169433594,-3.0564810231226147e-05,1.0231815394945443e-12,1198,0,0,0,1
163,1,1818.1836833953857,1818.6836833953857,1818.6836833953857,1752.836470939219,1870.708290874958,2415.333772787822,1830.0095386505127,1826.9620208740234,0.5,0.5,-65.847212456166744,662.497301848603,1153,63.253642907367748,32,-648.57787704467773,-3.0475177764892578,-4.194301754978369e-05,6.8212102632969618e-13,1198,0,0,0,1
164,1,1826.9620208740234,1827.4620208740234,1827.4620208740234,1762.0003897994757,1880.3999283909798,2428.9817028493517,1838.7878761291504,1835.7257404327393,0.5,0.5,-65.461631074547768,666.98131304987601,1153,62.845094636000368,32,-653.03892135620117,-3.0621356964111328,-4.1484860730633955e-05,-4.5474735088646412e-13,1194,0,0,0,1
165,1,1835.7257404327393,1836.2257404327393,1836.2257404327393,1771.0741859450936,1889.6938586235046,2442.5068723324734,1847.5515956878662,1844.4748725891113,0.5,0.5,-65.151554487645626,671.43268638737982,1149,62.464805447677371,32,-657.42008209228516,-3.0767230987548828,-3.4852035241783597e-05,5.6843418860808015e-13,1194,0,0,0,1
166,1,1844.4748725891113,1844.9748725891113,1844.9748725891113,1780.0039901062846,1899.5382510721684,2455.75121945821,1856.3007164001465,1853.209415435791,0.5,0.5,-64.97088248282671,675.7472293519254,1149,62.137481027018985,32,-661.58798408508301,-3.0913009643554688,-4.2993614442821126e-05,4.5474735088646412e-13,1186,0,0,0,1
167,1,1853.209415435791,1853.709415435791,1853.709415435791,1789.1169716864824,1908.9048229157925,2469.2993475785188,1865.0352592468262,1861.9294376373291,0.5,0.5,-64.592443749308586,680.18237589203636,1149,61.765429795749235,32,-666.02951812744141,-3.1058216094970703,-1.8190943364970735e-05,-4.5474735088646412e-13,1186,0,0,0,1
168,1,1861.9294376373291,1862.4294376373291,1862.4294376373291,1797.968758508563,1917.9381273090839,2482.622283711185,1873.7552814483643,1870.6349277496338,0.5,0.5,-64.46067912876606,684.65352520262195,1145,61.352178797969586,32,-670.21918106079102,-3.1203536987304688,-2.9013284574830323e-05,6.8212102632969618e-13,1182,0,0,0,1
169,1,1870.6349277496338,1871.1349277496338,1871.1349277496338,1806.67286644876,1926.7276438772678,2495.7452889790802,1882.4607715606689,1879.3259315490723,0.5,0.5,-64.462061300873756,689.07242253032018,1145,60.988244880173447,32,-674.27276229858398,-3.1348400115966797,-1.8259236640005838e-05,-6.8212102632969618e-13,1182,0,0,0,1
